Ticker,Std_Aware,Std_Naive,Distortion_STD,UV_Aware,UV_Naive,Distortion_GARCH
AAMRANET,0.026186543772777595,0.026186543772777595,0.0,7.09522737574454,7.09522737574454,0.0
ADNTEL,0.031056758531751223,0.031056758531751223,0.0,9.647155395162835,9.647155395162835,0.0
BDTHAIFOOD,0.03109229466147111,0.03109229466147111,0.0,17.166697363207227,17.166697363207227,0.0
BPPL,0.02355832495057412,0.02355832495057412,0.0,68.05874120385896,68.05874120385896,0.0
