Instruments_analyzed,Mean_STD_distortion_pct,Median_STD_distortion_pct,Mean_GARCH_distortion_pct,Median_GARCH_distortion_pct,Pct_STD_distortion_gt_10pct,Pct_STD_distortion_gt_20pct,Pct_GARCH_distortion_gt_10pct
11,19.92860536979958,19.68021633091276,29.735527200933312,35.04446481520522,1.0,0.2727272727272727,0.9090909090909091
